N,nbFun,estParam,counteval,success,nbSplit,nbMerge,dt,ft,cdiv,recovery,tooYoung,mud,maxV
18, 2, recovery, 9804.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
19, 2, recovery, 10056.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
18, 2, recovery, 9804.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 1, recovery, 18012.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
19, 1, recovery, 19632.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 1, recovery, 19632.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 0, recovery, 3984.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 1, recovery, 19632.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 1, recovery, 19632.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 1, recovery, 19632.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 2, recovery, 10056.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 1, recovery, 19632.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 1, recovery, 19632.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
18, 3, recovery, 14136.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 3, recovery, 14136.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 3, recovery, 14136.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 3, recovery, 14136.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
19, 1, recovery, 19632.000000, 1, 0, 0, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
18, 1, recovery, 18012.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 1, recovery, 18012.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 1, recovery, 18012.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 1, recovery, 18012.000000, 1, 0, 0, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 3, recovery, 13512.000000, 1, 3, 3, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
13, 3, recovery, 9350.000000, 1, 14, 14, 1.945792, 1.160162, 0.500000, 10, 10, 2, 15
17, 1, recovery, 16044.000000, 1, 2, 2, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
17, 1, recovery, 16044.000000, 1, 2, 2, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
13, 3, recovery, 9350.000000, 1, 14, 14, 1.945792, 1.160162, 0.500000, 10, 10, 2, 15
22, 0, recovery, 4758.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4758.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4758.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11570.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11570.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11570.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 0, recovery, 4589.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 0, recovery, 4589.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 0, recovery, 4589.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 0, recovery, 4589.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 1, recovery, 24154.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 1, recovery, 24154.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11570.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 0, recovery, 4589.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 0, recovery, 4615.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 2, recovery, 11271.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 2, recovery, 11271.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 2, recovery, 11271.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 2, recovery, 11986.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 2, recovery, 11271.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 2, recovery, 11271.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 2, recovery, 11271.000000, 1, 0, 0, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 1, recovery, 26065.000000, 1, 0, 0, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
13, 3, recovery, 9350.000000, 1, 14, 14, 1.945792, 1.160162, 0.500000, 10, 10, 2, 15
18, 3, recovery, 13512.000000, 1, 3, 3, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 3, recovery, 13512.000000, 1, 3, 3, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 3, recovery, 13512.000000, 1, 3, 3, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 3, recovery, 13512.000000, 1, 3, 3, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 3, recovery, 13512.000000, 1, 3, 3, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
13, 3, recovery, 9350.000000, 1, 14, 14, 1.945792, 1.160162, 0.500000, 10, 10, 2, 15
16, 1, recovery, 14712.000000, 1, 4, 4, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
15, 1, recovery, 12372.000000, 1, 4, 4, 2.045963, 1.567750, 0.500000, 10, 10, 3, 17
13, 3, recovery, 9350.000000, 1, 14, 14, 1.945792, 1.160162, 0.500000, 10, 10, 2, 15
13, 3, recovery, 9350.000000, 1, 14, 14, 1.945792, 1.160162, 0.500000, 10, 10, 2, 15
15, 1, recovery, 12372.000000, 1, 4, 4, 2.045963, 1.567750, 0.500000, 10, 10, 3, 17
15, 1, recovery, 12372.000000, 1, 4, 4, 2.045963, 1.567750, 0.500000, 10, 10, 3, 17
15, 1, recovery, 12372.000000, 1, 4, 4, 2.045963, 1.567750, 0.500000, 10, 10, 3, 17
18, 3, recovery, 13512.000000, 1, 3, 3, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
18, 3, recovery, 13512.000000, 1, 3, 3, 2.173588, 2.417872, 0.500000, 10, 10, 3, 20
15, 1, recovery, 12372.000000, 1, 4, 4, 2.045963, 1.567750, 0.500000, 10, 10, 3, 17
16, 1, recovery, 14712.000000, 1, 4, 4, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
20, 1, recovery, 21144.000000, 1, 3, 3, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
15, 1, recovery, 12372.000000, 1, 4, 4, 2.045963, 1.567750, 0.500000, 10, 10, 3, 17
16, 1, recovery, 14712.000000, 1, 4, 4, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 1, recovery, 14712.000000, 1, 4, 4, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 1, recovery, 14712.000000, 1, 4, 4, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 1, recovery, 14712.000000, 1, 4, 4, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
21, 1, recovery, 23491.000000, 1, 2, 2, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
17, 3, recovery, 12084.000000, 1, 18, 18, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
16, 3, recovery, 10752.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 3, recovery, 10752.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
15, 3, recovery, 10764.000000, 1, 16, 16, 2.045963, 1.567750, 0.500000, 10, 10, 3, 17
22, 1, recovery, 26585.000000, 1, 1, 1, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
16, 1, recovery, 14712.000000, 1, 4, 4, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
13, 3, recovery, 9350.000000, 1, 14, 14, 1.945792, 1.160162, 0.500000, 10, 10, 2, 15
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
17, 3, recovery, 12084.000000, 1, 18, 18, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
21, 1, recovery, 23491.000000, 1, 2, 2, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
17, 3, recovery, 12084.000000, 1, 18, 18, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
15, 3, recovery, 10764.000000, 1, 16, 16, 2.045963, 1.567750, 0.500000, 10, 10, 3, 17
13, 3, recovery, 9350.000000, 1, 14, 14, 1.945792, 1.160162, 0.500000, 10, 10, 2, 15
13, 3, recovery, 9350.000000, 1, 14, 14, 1.945792, 1.160162, 0.500000, 10, 10, 2, 15
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
22, 1, recovery, 26585.000000, 1, 1, 1, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 1, recovery, 23491.000000, 1, 2, 2, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
15, 3, recovery, 11016.000000, 1, 16, 16, 2.045963, 1.567750, 0.500000, 10, 10, 3, 17
16, 3, recovery, 10752.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
17, 3, recovery, 12084.000000, 1, 18, 18, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
16, 3, recovery, 10752.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 3, recovery, 10752.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
19, 3, recovery, 13416.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
19, 3, recovery, 13416.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
2, 0, recovery, 288.000000, 1, 1, 1, 0.635531, 0.402768, 0.500000, 10, 10, 1, 4
21, 3, recovery, 15626.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 3, recovery, 15626.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
5, 1, recovery, 2576.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 10, 10, 2, 7
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
9, 3, recovery, 49220.000000, 1, 53, 48, 1.688385, 0.652234, 0.500000, 10, 10, 2, 11
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
17, 3, recovery, 12084.000000, 1, 18, 18, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
17, 3, recovery, 12084.000000, 1, 18, 18, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
16, 3, recovery, 10812.000000, 1, 17, 17, 2.091140, 1.817216, 0.500000, 10, 10, 3, 18
19, 3, recovery, 13416.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
22, 3, recovery, 16172.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
21, 3, recovery, 15626.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 3, recovery, 15626.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
17, 3, recovery, 12084.000000, 1, 18, 18, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
19, 1, recovery, 19668.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
20, 1, recovery, 21432.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
21, 3, recovery, 15002.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 3, recovery, 15002.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 3, recovery, 15002.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 1, recovery, 24024.000000, 1, 7, 7, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
19, 3, recovery, 13524.000000, 1, 20, 20, 2.211435, 2.773214, 0.500000, 10, 10, 3, 21
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
21, 3, recovery, 15626.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 3, recovery, 15626.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 3, recovery, 15002.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 3, recovery, 15002.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 3, recovery, 16419.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
17, 1, recovery, 15960.000000, 1, 14, 14, 2.133577, 2.099898, 0.500000, 10, 10, 3, 19
21, 3, recovery, 15002.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 3, recovery, 15002.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
20, 3, recovery, 14040.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
21, 3, recovery, 15002.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
21, 3, recovery, 15002.000000, 1, 22, 22, 2.281493, 3.604306, 0.500000, 10, 10, 3, 23
22, 3, recovery, 16172.000000, 1, 23, 23, 2.314057, 4.084208, 0.500000, 10, 10, 3, 24
20, 1, recovery, 21432.000000, 1, 21, 21, 2.247340, 3.168000, 0.500000, 10, 10, 3, 22
