N,nbFun,estParam,counteval,success,nbSplit,nbMerge,dt,ft,cdiv,recovery,tooYoung,mud,maxV
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 2, recovery, 2768.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 2, recovery, 2768.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
6, 2, recovery, 3654.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
2, 2, recovery, 894.000000, 1, 1, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 2, recovery, 2768.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
4, 1, recovery, 2080.000000, 1, 0, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 2, recovery, 2768.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 2, recovery, 2768.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
4, 1, recovery, 2080.000000, 1, 0, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
5, 2, recovery, 2768.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
4, 1, recovery, 2080.000000, 1, 0, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 2, recovery, 2768.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
6, 2, recovery, 3654.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
3, 3, recovery, 1890.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
6, 3, recovery, 4329.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 2, recovery, 2768.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 3, recovery, 3112.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
3, 2, recovery, 1470.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
6, 3, recovery, 4329.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
4, 1, recovery, 2080.000000, 1, 0, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
6, 3, recovery, 4329.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 0, recovery, 1256.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
5, 0, recovery, 1256.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
2, 0, recovery, 252.000000, 1, 1, 1, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
6, 1, recovery, 3663.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
5, 1, recovery, 2976.000000, 1, 0, 0, 1.276934, 0.443250, 0.500000, 50, 10, 2, 7
3, 1, recovery, 1477.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 2, recovery, 1470.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
2, 2, recovery, 894.000000, 1, 1, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
3, 3, recovery, 1890.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
2, 1, recovery, 894.000000, 1, 1, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
3, 3, recovery, 1890.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
2, 1, recovery, 894.000000, 1, 1, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
2, 2, recovery, 894.000000, 1, 1, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
3, 3, recovery, 1890.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 0, recovery, 651.000000, 1, 0, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 3, recovery, 2009.000000, 1, 5, 1, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 3, recovery, 2009.000000, 1, 5, 1, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
4, 0, recovery, 928.000000, 1, 0, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 0, recovery, 928.000000, 1, 0, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 0, recovery, 928.000000, 1, 0, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
3, 2, recovery, 5103.000000, 1, 5, 2, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
2, 1, recovery, 852.000000, 1, 2, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
2, 1, recovery, 852.000000, 1, 2, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
2, 1, recovery, 852.000000, 1, 2, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
2, 0, recovery, 150.000000, 1, 1, 1, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
3, 3, recovery, 1792.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 3, recovery, 2009.000000, 1, 5, 1, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
4, 1, recovery, 2216.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
6, 1, recovery, 3348.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
6, 1, recovery, 3348.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
6, 2, recovery, 3456.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
3, 3, recovery, 1792.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
2, 1, recovery, 852.000000, 1, 2, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
2, 2, recovery, 852.000000, 1, 2, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
3, 3, recovery, 1792.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
2, 3, recovery, 1098.000000, 1, 2, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
2, 3, recovery, 1098.000000, 1, 2, 0, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
3, 3, recovery, 1792.000000, 1, 1, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 3, recovery, 6088.000000, 1, 2, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
3, 2, recovery, 5103.000000, 1, 5, 2, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 2, recovery, 5103.000000, 1, 5, 2, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 3, recovery, 6088.000000, 1, 2, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 3, recovery, 6088.000000, 1, 2, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 3, recovery, 6088.000000, 1, 2, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 3, recovery, 6088.000000, 1, 2, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
3, 1, recovery, 5922.000000, 1, 5, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 1, recovery, 5922.000000, 1, 5, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 3, recovery, 6088.000000, 1, 2, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
3, 1, recovery, 5922.000000, 1, 5, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
4, 3, recovery, 6088.000000, 1, 2, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
3, 1, recovery, 5922.000000, 1, 5, 0, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 3, recovery, 5488.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4832.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 2, recovery, 4736.000000, 1, 2, 1, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 3, recovery, 5488.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
4, 3, recovery, 5488.000000, 1, 1, 0, 1.120734, 0.422144, 0.500000, 50, 10, 2, 6
3, 1, recovery, 4571.000000, 1, 4, 1, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 1, recovery, 4571.000000, 1, 4, 1, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 1, recovery, 4571.000000, 1, 4, 1, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 1, recovery, 4571.000000, 1, 4, 1, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 1, recovery, 4571.000000, 1, 4, 1, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
3, 1, recovery, 4571.000000, 1, 4, 1, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
2, 3, recovery, 6624.000000, 1, 11, 3, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
2, 3, recovery, 6624.000000, 1, 11, 3, 0.635531, 0.402768, 0.500000, 50, 10, 1, 4
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
10, 0, recovery, 2140.000000, 1, 0, 0, 1.762137, 0.746000, 0.500000, 50, 10, 2, 12
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
7, 1, recovery, 4185.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
7, 3, recovery, 4689.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9

9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
9, 0, recovery, 2020.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
7, 0, recovery, 1611.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
6, 0, recovery, 1521.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
3, 2, recovery, 10381.000000, 1, 7, 2, 0.919356, 0.409342, 0.500000, 50, 10, 1, 5
7, 1, recovery, 4185.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
7, 1, recovery, 4185.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
9, 3, recovery, 6250.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 2, recovery, 3618.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8

9, 3, recovery, 6250.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
8, 0, recovery, 1950.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
9, 1, recovery, 6250.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
7, 1, recovery, 4185.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
9, 1, recovery, 6250.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
6, 2, recovery, 3618.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
6, 2, recovery, 3618.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
6, 2, recovery, 3618.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
9, 1, recovery, 6250.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
7, 1, recovery, 4185.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
8, 3, recovery, 5300.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 3, recovery, 5300.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
7, 3, recovery, 4689.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9

8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
7, 1, recovery, 4185.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
6, 2, recovery, 3618.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
9, 1, recovery, 6250.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8

6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
9, 2, recovery, 4970.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
8, 3, recovery, 5300.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
9, 2, recovery, 4970.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
9, 2, recovery, 4970.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
9, 2, recovery, 4970.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
9, 3, recovery, 6250.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8

6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
9, 2, recovery, 4970.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
9, 3, recovery, 6250.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 2, recovery, 3618.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
9, 3, recovery, 6250.000000, 1, 0, 0, 1.688385, 0.652234, 0.500000, 50, 10, 2, 11
6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
7, 3, recovery, 4689.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
6, 2, recovery, 3618.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
7, 1, recovery, 4185.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 3, recovery, 5300.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
7, 1, recovery, 4185.000000, 1, 0, 0, 1.512465, 0.518678, 0.500000, 50, 10, 2, 9
8, 3, recovery, 5300.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
6, 1, recovery, 3843.000000, 1, 0, 0, 1.404559, 0.474736, 0.500000, 50, 10, 2, 8
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
8, 2, recovery, 4500.000000, 1, 0, 0, 1.605937, 0.577152, 0.500000, 50, 10, 2, 10
